06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.peekType(KXmlParser.java:979)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.next(KXmlParser.java:346)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.kxml2.io.KXmlParser.next(KXmlParser.java:310)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader.parsePackets(PacketReader.java:321)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader.access$1(PacketReader.java:216)
06-25 08:56:28.734 16251 17420 W System.err: 	at org.jivesoftware.smack.PacketReader$1.run(PacketReader.java:70)
06-25 08:56:28.812   280 17423 I qtaguid : Failed write_ctrl(u 70) res=-1 errno=22
06-25 08:56:28.812   280 17423 I qtaguid : Untagging socket 70 failed errno=-22
06-25 08:56:28.812   280 17423 W NetworkManagementSocketTagger: untagSocket(70) failed with errno -22
06-25 09:04:36.750  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:36.847  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:36.855  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:36.855  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:36.972  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:36.972  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:36.972  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:37.074  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:37.074  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:37.074  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:37.160  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:37.160  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:37.160  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:37.265  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:37.265  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:37.265  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:37.367  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:37.367  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:37.367  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:37.465  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:37.465  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:37.465  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:37.574  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:37.574  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:37.574  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:37.777  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:37.777  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:37.777  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:37.976  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:37.976  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:37.976  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:38.086  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:38.086  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:38.086  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:38.187  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:38.187  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:38.187  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:38.289  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:38.289  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:38.289  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:38.441  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:38.441  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:38.441  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:38.492  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:38.492  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:38.492  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:38.605  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:38.605  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:38.605  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:38.699  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:38.699  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:38.707  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:38.800  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:38.800  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:38.800  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:38.855   142   144 D dalvikvm: GC_CONCURRENT freed 1653K, 21% free 16475K/20679K, paused 25ms+8ms
06-25 09:04:38.902  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:38.902  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:38.902  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:39.105  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:39.105  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:39.105  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:39.203  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:39.203  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:39.203  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:39.308  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:39.308  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:39.308  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:39.414  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:39.414  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:39.414  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:39.617  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:39.617  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:39.617  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:39.730  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:39.730  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:39.730  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:39.820  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:39.820  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:39.820  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:39.945  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:39.945  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:39.945  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:40.043  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:40.043  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:40.043  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:40.132  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:40.132  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:40.132  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:40.230  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:40.230  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:40.230  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:40.332  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:40.332  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:40.332  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:40.429  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:40.429  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:40.429  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:40.543  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:40.543  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:40.543  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:40.644  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:40.644  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:40.644  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:40.738  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:40.738  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:40.738  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:40.859  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:40.859  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:40.859  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:41.070  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:41.070  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:41.070  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:41.164  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:41.164  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:41.164  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:41.379  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:41.379  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:41.379  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:41.586  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:41.586  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:41.586  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:41.675  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:41.675  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:41.675  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:41.769  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:41.769  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:41.769  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:41.879  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:41.879  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:41.879  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:41.984  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:41.984  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:41.984  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:42.199  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:42.199  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:42.199  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:42.390  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:42.390  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:42.390  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:42.492  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:42.492  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:42.492  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:42.590  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:42.590  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:42.590  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:42.695  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:42.695  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:42.695  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:42.781  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:42.785  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:42.785  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:42.992  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:42.992  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:42.992  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:43.199  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:43.199  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:43.199  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:43.437  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:43.437  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:43.437  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:43.492  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:43.492  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:43.492  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:43.640  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:43.640  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:43.640  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:43.726  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:43.726  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:43.726  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:43.816  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:43.816  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:43.816  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:43.929  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:43.929  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:43.929  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:44.023  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:44.023  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:44.023  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:44.222  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:44.222  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:44.222  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:44.336  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:44.336  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:44.336  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:44.429  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:44.433  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:44.433  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:44.527  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:44.527  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:44.527  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:44.640  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:44.640  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:44.640  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:44.832  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:44.832  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:44.836  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:44.949  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:44.949  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:44.949  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:45.062  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:45.062  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:45.062  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:45.148  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:45.148  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:45.148  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:45.246  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:45.246  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:45.246  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:45.476  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:45.476  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:45.476  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:45.668  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
06-25 09:04:45.668  1207  1207 D wpa_supplicant: RTM_NEWLINK, IFLA_IFNAME: Interface 'wlan0' added
06-25 09:04:45.668  1207  1207 D wpa_supplicant: Wireless event: cmd=0x8c00 len=20
06-25 09:04:45.875  1207  1207 D wpa_supplicant: RTM_NEWLINK: operstate=1 ifi_flags=0x11043 ([UP][RUNNING][LOWER_UP])
