06-19 14:05:56.963  9586 10390 D PicasaSyncManager: sync complete: SyncResult: stats []
06-19 16:25:03.001  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:25:04.263  8710  8801 I WifiLocationEstimator: Not returning location for the following outliers: [239855706501001]
06-19 16:26:15.216  8632  8645 I PhoneLab-: Service Running
06-19 16:26:15.282  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:26:15.282  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:26:15.282  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:26:15.282  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:27:02.103   328   328 D SAN_SERVICE: *******************************************
06-19 16:27:02.103   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:27:02.103   328   328 D SAN_SERVICE: *******************************************
06-19 16:27:07.306   328   328 D SAN_SERVICE: *******************************************
06-19 16:27:07.306   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:27:07.306   328   328 D SAN_SERVICE: *******************************************
06-19 16:27:08.036   328   328 D SAN_SERVICE: *******************************************
06-19 16:27:08.036   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:27:08.036   328   328 D SAN_SERVICE: *******************************************
06-19 16:28:15.216  8632  8645 I PhoneLab-: Service Running
06-19 16:28:15.283  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:28:15.283  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:28:15.283  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:28:15.283  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:29:16.872  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:29:16.900  8632 11235 I PhoneLab-PeriodicCheckService: User info is synched
06-19 16:29:16.904  8632 11235 I PhoneLab-PeriodicCheckService: Logger Service is running
06-19 16:29:16.904  8632 11235 I PhoneLab-Locks: wake lock acquired
06-19 16:29:16.904  8632  8632 I PhoneLab-UploadLogs: Transfering log files now
06-19 16:29:16.907  8632  8632 I PhoneLab-UploadLogs: No log files to transfer
06-19 16:29:16.907  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:29:16.907  8632  8632 I PhoneLab-UploadLogs: OnStartCommand
06-19 16:29:16.907  8632 11235 I PhoneLab-PeriodicCheckService: Rescheduling periodic checking...
06-19 16:29:16.911  8632 11235 I PhoneLab-Locks: wake lock released
06-19 16:30:15.216  8632  8645 I PhoneLab-: Service Running
06-19 16:30:15.282  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:30:15.282  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:30:15.282  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:30:15.282  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:32:15.216  8632  8645 I PhoneLab-: Service Running
06-19 16:32:15.310  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:32:15.310  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:32:15.310  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:32:15.310  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:32:15.322  8632  8635 D dalvikvm: GC_CONCURRENT freed 438K, 18% free 9214K/11207K, paused 2ms+2ms
06-19 16:33:41.622   328   328 D SAN_SERVICE: *******************************************
06-19 16:33:41.622   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:33:41.622   328   328 D SAN_SERVICE: *******************************************
06-19 16:33:42.384   328   328 D SAN_SERVICE: *******************************************
06-19 16:33:42.388   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:33:42.388   328   328 D SAN_SERVICE: *******************************************
06-19 16:33:56.587   328   328 D SAN_SERVICE: *******************************************
06-19 16:33:56.587   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:33:56.587   328   328 D SAN_SERVICE: *******************************************
06-19 16:33:56.876   328   328 D SAN_SERVICE: *******************************************
06-19 16:33:56.876   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:33:56.876   328   328 D SAN_SERVICE: *******************************************
06-19 16:34:00.396   142  1064 D dalvikvm: GC_EXPLICIT freed 655K, 24% free 15268K/20039K, paused 3ms+6ms
06-19 16:34:15.216  8632  8645 I PhoneLab-: Service Running
06-19 16:34:15.294  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:34:15.294  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:34:15.298  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:34:15.298  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:34:27.310   328   328 D SAN_SERVICE: *******************************************
06-19 16:34:27.310   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:34:27.310   328   328 D SAN_SERVICE: *******************************************
06-19 16:34:28.099   328   328 D SAN_SERVICE: *******************************************
06-19 16:34:28.099   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:34:28.099   328   328 D SAN_SERVICE: *******************************************
06-19 16:34:43.361  8710  9812 I EventLogService: Aggregate from 1340136283264 (log), 1340136283264 (data)
06-19 16:34:43.443  8710  8712 D dalvikvm: GC_CONCURRENT freed 420K, 7% free 10572K/11335K, paused 2ms+2ms
06-19 16:35:01.665  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:35:01.693  8632  8632 I PhoneLab-StatusMonitor: Status Monitoring is started
06-19 16:35:01.751  8632  8635 D dalvikvm: GC_CONCURRENT freed 400K, 17% free 9319K/11207K, paused 1ms+2ms
06-19 16:35:01.755  8632  8632 I PhoneLab-StatusMonitor: Value: 10 - unit: min
06-19 16:35:01.755  8632  8632 I PhoneLab-StatusMonitor: Running interval: 600000
06-19 16:35:01.759  8632  8632 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
06-19 16:35:01.763  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:35:01.771  8632  8632 I PhoneLab-StatusMonitorLocation: Learning Location
06-19 16:35:01.771  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:35:01.775  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:35:01.775  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 16:35:01.779  8632  8632 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
06-19 16:35:01.779  8632  8632 I PhoneLab-Locks: wake lock acquired
06-19 16:35:01.786  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 16:35:01.786  8632  8632 I PhoneLab-StatusMonitorBattery: Battery_level: 93
06-19 16:35:01.790  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:35:01.794  8632  8632 I PhoneLab-StatusMonitorSignal: Signal_Strength: -106 asu: 4
06-19 16:35:01.794  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:35:03.029  8710  8801 I WifiLocationEstimator: Not returning location for the following outliers: [239855706501001]
06-19 16:35:03.083  8632  8632 I PhoneLab-StatusMonitorLocation: Location_Latitude: 43.0020487 Longitude: -78.7870828 Accuracy: 52.0
06-19 16:35:03.087  8710  8794 D androidNetworkLocationListeners: Still have listener com.google.android.location.internal.client.NetworkLocationClient$1@41373fe8
06-19 16:35:03.087  8632  8632 I PhoneLab-Locks: wake lock released
06-19 16:35:04.325  8710  8801 I WifiLocationEstimator: Not returning location for the following outliers: [239855706501001]
06-19 16:35:04.431  8710  8712 D dalvikvm: GC_CONCURRENT freed 475K, 7% free 10572K/11335K, paused 2ms+4ms
06-19 16:35:18.556   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:18.556   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:35:18.556   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:18.572   328   331 D dalvikvm: GC_CONCURRENT freed 456K, 6% free 9467K/10055K, paused 13ms+2ms
06-19 16:35:18.794   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:18.794   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:35:18.794   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:19.001   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:19.001   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:35:19.001   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:42.333   142   174 I power   : *** set_screen_state 1
06-19 16:35:42.396   142   174 I WindowManager: Lock screen displayed!
06-19 16:35:42.556    78   118 D SurfaceFlinger: Screen about to return, flinger = 0x126a918
06-19 16:35:43.361   213   222 I dalvikvm: Jit: resizing JitTable from 8192 to 16384
06-19 16:35:43.361   213   213 D PhoneStatusBar: disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK >
06-19 16:35:43.384   142   153 W InputManagerService: Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@41a2ab08
06-19 16:35:43.388   213   213 D PhoneStatusBar: disable: < expand icons alerts ticker system_info back* home* recent clock* >
06-19 16:35:43.411   344  1310 D NfcService: NFC-C ON
06-19 16:35:44.021  9528  9531 D dalvikvm: GC_CONCURRENT freed 381K, 7% free 9503K/10119K, paused 2ms+3ms
06-19 16:35:44.568  8710  8712 D dalvikvm: GC_CONCURRENT freed 323K, 7% free 10644K/11335K, paused 3ms+18ms
06-19 16:35:44.716   142   358 W InputManagerService: Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@415b1268
06-19 16:35:49.482   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:49.482   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:35:49.486   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:49.736   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:49.736   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:35:49.736   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:50.060   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:50.060   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:35:50.060   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:50.806   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:50.806   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:35:50.806   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:54.572   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:54.572   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:35:54.572   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:54.849   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:54.849   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:35:54.849   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:55.154   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:55.154   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:35:55.154   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:55.646   328   328 D SAN_SERVICE: *******************************************
06-19 16:35:55.646   328   328 D SAN_SERVICE: DM App Phone Service State - 0
06-19 16:35:55.646   328   328 D SAN_SERVICE: *******************************************
06-19 16:36:15.212  8632  8645 I PhoneLab-: Service Running
06-19 16:36:15.322  8632  8645 I PhoneLab-LoggerService: app_38    1071  1     868    428   c00f181c 400107b4 S logcat
06-19 16:36:15.322  8632  8645 I PhoneLab-LoggerService: Logcat pid from database 1071
06-19 16:36:15.322  8632  8645 I PhoneLab-LoggerService: Logcat process found 1071
06-19 16:36:15.322  8632  8645 I PhoneLab-LoggerService: Checking Threshold
06-19 16:36:18.782   213   215 D dalvikvm: GC_CONCURRENT freed 411K, 49% free 10384K/20295K, paused 18ms+4ms
06-19 16:36:21.654  9009  9011 D dalvikvm: GC_CONCURRENT freed 534K, 11% free 11131K/12487K, paused 5ms+4ms
06-19 16:36:21.677   142   963 I ActivityManager: START {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=edu.buffalo.cse.phonelab.phonelabservices/.PhoneLabMainView bnds=[120,556][240,706]} from pid 9009
06-19 16:36:21.689    81   125 D AudioHardware: AudioHardware pcm playback is exiting standby.
06-19 16:36:21.689    81   125 D AudioHardware: openPcmOut_l() mPcmOpenCnt: 0
06-19 16:36:21.861  8632  8632 I PhoneLab-PhoneLabMainView: Rescheduling periodic checking...
06-19 16:36:21.864  8632  8632 I System.out: /data/data/edu.buffalo.cse.phonelab.phonelabservices
06-19 16:36:21.935  8632  8632 D libEGL  : loaded /system/lib/egl/libGLES_android.so
06-19 16:36:21.947  8632  8632 D libEGL  : loaded /vendor/lib/egl/libEGL_POWERVR_SGX540_120.so
06-19 16:36:21.947  9009  9009 D OpenGLRenderer: Flushing caches (mode 1)
06-19 16:36:21.954  8632  8632 D libEGL  : loaded /vendor/lib/egl/libGLESv1_CM_POWERVR_SGX540_120.so
06-19 16:36:21.962  8632  8632 D libEGL  : loaded /vendor/lib/egl/libGLESv2_POWERVR_SGX540_120.so
06-19 16:36:22.005  9009  9009 D OpenGLRenderer: Flushing caches (mode 0)
06-19 16:36:22.036  8632  8632 D OpenGLRenderer: Enabling debug mode 0
06-19 16:36:22.146   142   173 I ActivityManager: Displayed edu.buffalo.cse.phonelab.phonelabservices/.PhoneLabMainView: +419ms
06-19 16:36:24.779    81   125 D AudioHardware: AudioHardware pcm playback is going to standby.
06-19 16:36:24.779    81   125 D AudioHardware: closePcmOut_l() mPcmOpenCnt: 1
06-19 16:36:25.259   328   328 D SAN_SERVICE: *******************************************
06-19 16:36:25.259   328   328 D SAN_SERVICE: DM App Phone Service State - 0
