04-23 21:51:16.148 19618 19620 D dalvikvm: GC_CONCURRENT freed 423K, 10% free 9891K/10951K, paused 2ms+2ms
04-23 21:51:16.215 19618 19620 D dalvikvm: GC_CONCURRENT freed 392K, 10% free 9923K/10951K, paused 3ms+2ms
04-23 21:51:16.258 19618 19620 D dalvikvm: GC_CONCURRENT freed 351K, 9% free 10050K/10951K, paused 2ms+4ms
04-23 21:51:16.289 19618  7860 D dalvikvm: GC_FOR_ALLOC freed 472K, 10% free 9958K/10951K, paused 16ms
04-23 21:51:16.340 19618 19620 D dalvikvm: GC_CONCURRENT freed 274K, 8% free 10131K/10951K, paused 2ms+2ms
04-23 21:51:16.582 19618  7860 D dalvikvm: GC_EXPLICIT freed 337K, 10% free 9943K/10951K, paused 2ms+3ms
04-24 04:01:53.504  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 04:01:53.504  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:01:53.508  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 04:01:53.508  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:01:53.512  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 04:01:53.512  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:03:43.766   145   161 V BackupManagerService: Running a backup pass
04-24 04:03:43.766   145   214 V BackupManagerService: Backup requested but nothing pending
04-24 04:03:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:03:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:03:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:03:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:03:44.078  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:03:44.090  4972  4975 D dalvikvm: GC_CONCURRENT freed 439K, 16% free 9196K/10823K, paused 2ms+1ms
04-24 04:05:44.008  4972  4985 I PhoneLab-: Service Running
04-24 04:05:44.063  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:05:44.063  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:05:44.063  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:05:44.063  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:06:22.480   145   147 D dalvikvm: JIT code cache reset in 4 ms (1048420 bytes 45/0)
04-24 04:06:22.504   145   147 D dalvikvm: GC_CONCURRENT freed 1567K, 20% free 16003K/19783K, paused 22ms+12ms
04-24 04:06:53.547  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:06:53.547  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 04:06:53.633  4972  4975 D dalvikvm: GC_CONCURRENT freed 371K, 15% free 9288K/10823K, paused 1ms+4ms
04-24 04:06:53.641  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 04:06:53.660  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 04:06:53.672  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 04:06:53.672  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:06:53.676  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 04:06:53.676  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:06:53.680  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:06:53.684  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 04:06:53.684  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:06:53.688  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 04:06:53.688  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:06:53.691  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 04:06:53.691  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:07:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:07:44.059  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:07:44.059  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:07:44.059  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:07:44.059  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:09:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:09:44.055  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:09:44.059  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:09:44.059  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:09:44.059  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:11:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:11:44.063  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:11:44.063  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:11:44.063  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:11:44.063  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:11:53.723  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:11:53.723  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 04:11:53.777  4972  4975 D dalvikvm: GC_CONCURRENT freed 564K, 15% free 9236K/10823K, paused 1ms+5ms
04-24 04:11:53.797  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 04:11:53.797  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 04:11:53.805  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 04:11:53.805  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:11:53.809  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 04:11:53.809  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:11:53.809  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:11:53.813  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 04:11:53.813  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:11:53.820  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 94
04-24 04:11:53.820  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:11:53.820  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 04:11:53.820  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:13:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:13:44.063  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:13:44.063  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:13:44.063  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:13:44.063  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:15:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:15:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:15:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:15:44.078  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:15:44.078  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:15:44.090  4972  4975 D dalvikvm: GC_CONCURRENT freed 436K, 16% free 9185K/10823K, paused 2ms+2ms
04-24 04:16:53.840  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:16:53.840  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 04:16:53.887  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 04:16:53.887  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 04:16:53.898  4972  4975 D dalvikvm: GC_CONCURRENT freed 431K, 15% free 9266K/10823K, paused 1ms+2ms
04-24 04:16:53.902  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 04:16:53.902  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:16:53.906  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 04:16:53.906  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:16:53.910  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:16:53.914  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 04:16:53.914  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:16:53.926  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 04:16:53.926  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:16:53.926  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 04:16:53.926  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:17:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:17:44.063  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:17:44.063  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:17:44.063  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:17:44.063  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:19:44.008  4972  4985 I PhoneLab-: Service Running
04-24 04:19:44.070  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:19:44.070  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:19:44.070  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:19:44.070  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:21:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:21:44.063  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:21:44.063  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:21:44.063  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:21:44.063  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:21:53.938  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:21:53.941  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 04:21:53.984  4972  4975 D dalvikvm: GC_CONCURRENT freed 515K, 15% free 9261K/10823K, paused 2ms+2ms
04-24 04:21:53.992  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 04:21:53.992  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 04:21:54.008  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 04:21:54.008  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:21:54.012  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 04:21:54.012  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:21:54.012  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:21:54.016  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 04:21:54.016  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:21:54.020  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 04:21:54.020  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:21:54.023  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 04:21:54.023  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:22:49.961 19618  9598 I Gmail   : MainSyncRequestProto: lowestBkwdConvoId: 0, highestHandledServerOp: 2508296, normalSync: true
04-24 04:22:51.297 19618 19620 D dalvikvm: GC_CONCURRENT freed 389K, 11% free 9793K/10951K, paused 13ms+3ms
04-24 04:22:52.297 19618 19620 D dalvikvm: GC_CONCURRENT freed 428K, 11% free 9772K/10951K, paused 1ms+3ms
04-24 04:22:52.441 19618 19620 D dalvikvm: GC_CONCURRENT freed 415K, 11% free 9755K/10951K, paused 5ms+2ms
04-24 04:22:52.566 19618 19620 D dalvikvm: GC_CONCURRENT freed 403K, 11% free 9754K/10951K, paused 2ms+2ms
04-24 04:22:52.691 19618  9598 D dalvikvm: GC_EXPLICIT freed 174K, 12% free 9742K/10951K, paused 2ms+2ms
04-24 04:22:52.695 19618  9598 I Gmail   : MainSyncRequestProto: lowestBkwdConvoId: 0, highestHandledServerOp: 2508367, normalSync: true
04-24 04:22:53.945 19618  9598 D dalvikvm: GC_EXPLICIT freed 170K, 11% free 9764K/10951K, paused 2ms+2ms
04-24 04:22:53.949 19618  9598 I Gmail   : MainSyncRequestProto: lowestBkwdConvoId: 0, highestHandledServerOp: 2508368, normalSync: true
04-24 04:22:53.961 19618  9598 W Gmail   : Scheduling index for 300000 ms from now
04-24 04:22:53.984 19618  9598 I Gmail   : Sending notification intent: Intent { act=android.intent.action.PROVIDER_CHANGED dat=content://gmail-ls/unread/^i (has extras) }
04-24 04:22:54.023 19618  9598 I Gmail   : Sending notification intent: Intent { act=android.intent.action.PROVIDER_CHANGED dat=content://gmail-ls/unread/^iim (has extras) }
04-24 04:23:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:23:44.063  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:23:44.063  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:23:44.066  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:23:44.066  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:24:33.063   145   147 D dalvikvm: GC_CONCURRENT freed 1754K, 20% free 15977K/19783K, paused 8ms+6ms
04-24 04:25:28.281   494   496 D dalvikvm: GC_CONCURRENT freed 387K, 7% free 9804K/10503K, paused 11ms+2ms
04-24 04:25:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:25:44.070  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:25:44.070  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:25:44.070  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:25:44.070  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:25:49.984 19618  9612 I Gmail   : MainSyncRequestProto: lowestBkwdConvoId: 0, highestHandledServerOp: 2508368, normalSync: true
04-24 04:25:50.375 19618  9612 D dalvikvm: GC_EXPLICIT freed 151K, 11% free 9767K/10951K, paused 2ms+2ms
04-24 04:25:50.379 19618  9612 I Gmail   : MainSyncRequestProto: lowestBkwdConvoId: 0, highestHandledServerOp: 2508368, normalSync: true
04-24 04:25:50.391 19618  9612 W Gmail   : Scheduling index for 300000 ms from now
04-24 04:26:54.027  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:26:54.055  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 04:26:54.105  4972  4975 D dalvikvm: GC_CONCURRENT freed 521K, 15% free 9251K/10823K, paused 1ms+5ms
04-24 04:26:54.121  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 04:26:54.125  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 04:26:54.133  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 04:26:54.133  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:26:54.137  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 04:26:54.137  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:26:54.137  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:26:54.141  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 04:26:54.141  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:26:54.148  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 04:26:54.148  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:26:54.148  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 04:26:54.148  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:27:07.238  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:27:07.250  4972  9616 I PhoneLab-PeriodicCheckService: User info is synched
04-24 04:27:07.250  4972  9616 I PhoneLab-PeriodicCheckService: Logger Service is running
04-24 04:27:07.254  4972  9616 I PhoneLab-Locks: wake lock acquired
04-24 04:27:07.254  4972  4972 I PhoneLab-UploadLogs: Transfering log files now
04-24 04:27:07.254  4972  4972 I PhoneLab-UploadLogs: No log files to transfer
04-24 04:27:07.254  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:27:07.258  4972  4972 I PhoneLab-UploadLogs: OnStartCommand
04-24 04:27:07.258  4972  9616 I PhoneLab-PeriodicCheckService: Rescheduling periodic checking...
04-24 04:27:07.258  4972  9616 I PhoneLab-Locks: wake lock released
04-24 04:27:44.008  4972  4985 I PhoneLab-: Service Running
04-24 04:27:44.055  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:27:44.059  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:27:44.059  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:27:44.059  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:29:44.008  4972  4985 I PhoneLab-: Service Running
04-24 04:29:44.086  4972  4975 D dalvikvm: GC_CONCURRENT freed 453K, 15% free 9216K/10823K, paused 2ms+2ms
04-24 04:29:44.090  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:29:44.094  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:29:44.098  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:29:44.098  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:31:00.086   215   217 D dalvikvm: GC_CONCURRENT freed 385K, 19% free 9660K/11783K, paused 1ms+2ms
04-24 04:31:24.598   270  1041 I EventLogService: Aggregate from 1335254484507 (log), 1335254484507 (data)
04-24 04:31:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:31:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:31:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:31:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:31:44.074  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:31:54.160  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:31:54.184  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 04:31:54.242  4972  4975 D dalvikvm: GC_CONCURRENT freed 422K, 15% free 9293K/10823K, paused 2ms+3ms
04-24 04:31:54.246  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 04:31:54.246  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 04:31:54.266  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 04:31:54.266  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:31:54.273  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 04:31:54.273  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:31:54.277  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:31:54.281  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 04:31:54.281  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:31:54.285  4972  4972 I PhoneLab-StatusMonitorBattery: Battery_level: 95
04-24 04:31:54.285  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:31:54.289  4972  4972 I PhoneLab-StatusMonitorSignal: Signal_Strength: -86 asu: 14
04-24 04:31:54.289  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:33:44.008  4972  4985 I PhoneLab-: Service Running
04-24 04:33:44.059  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:33:44.059  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:33:44.063  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:33:44.063  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:35:44.012  4972  4985 I PhoneLab-: Service Running
04-24 04:35:44.074  4972  4985 I PhoneLab-LoggerService: app_34    1153  1     1444   1004  c00f1758 400c6794 S logcat
04-24 04:35:44.074  4972  4985 I PhoneLab-LoggerService: Logcat pid from database 1153
04-24 04:35:44.074  4972  4985 I PhoneLab-LoggerService: Logcat process found 1153
04-24 04:35:44.074  4972  4985 I PhoneLab-LoggerService: Checking Threshold
04-24 04:36:54.289  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:36:54.297  4972  4972 I PhoneLab-StatusMonitor: Status Monitoring is started
04-24 04:36:54.340  4972  4975 D dalvikvm: GC_CONCURRENT freed 558K, 15% free 9246K/10823K, paused 2ms+2ms
04-24 04:36:54.359  4972  4972 I PhoneLab-StatusMonitor: Value: 5 - unit: min
04-24 04:36:54.359  4972  4972 I PhoneLab-StatusMonitor: Running interval: 300000
04-24 04:36:54.367  4972  4972 I PhoneLab-StatusMonitor: Rescheduling status monitoring...
04-24 04:36:54.367  4972  4972 I PhoneLab-Locks: wake lock released
04-24 04:36:54.371  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Location
04-24 04:36:54.371  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:36:54.449   145 30950 D dalvikvm: GC_EXPLICIT freed 899K, 20% free 15947K/19783K, paused 3ms+7ms
04-24 04:36:54.453  4972  4972 I PhoneLab-Locks: wake lock acquired
04-24 04:36:54.457  4972  4972 I PhoneLab-StatusMonitorLocation: Learning Signal Strgth
04-24 04:36:54.457  4972  4972 I PhoneLab-Locks: wake lock acquired
